prefix,input_text,target_text
sum,accellion file transfer before fta_9_11_210 allows remote attackers to execute arbitrary code via shell metacharacters in the oauth_token parameter . ,"in accellion file transfer before fta_9_11_210 , executing arbitrary commands is possible via shell metacharacters in the oauth_token parameter . "
sum,directory traversal vulnerability in vdg security sense ( formerly diva ) 2.3.13 allows remote attackers to read arbitrary files via a .. ( dot dot ) in the default uri to images/ .,in vdg security sense ( formerly diva ) 2.3.13 remote attackers can read arbitrarily files via a .. ( dot dot ) in the default uri to images/ .
sum,buffer overflow in wg-c10 v3.0.79 and earlier allows an attacker to execute arbitrary commands via unspecified vectors . ,"in wg-c10 v3.0.79 and earlier , code execution is possible because of buffer overflow via unspecified vectors ."
sum,"the microsoft anti-cross site scripting ( antixss ) library 3.x and 4.0 does not properly evaluate characters after the detection of a cascading style sheets ( css ) escaped character , which allows remote attackers to conduct cross-site scripting ( xss ) attacks via html input , aka antixss library bypass vulnerability . ","in microsoft anti-cross site scripting ( antixss ) library 3.x and 4.0 , xss is possible because of improper character validation after detecting escaped characters in cascading style sheets ."
bug,"microsoft baseline security analyzer ( mbsa ) 1.0 stores security scans in a known location c : documents and settings username securityscans in plaintext , which could allow remote attackers to obtain sensitive information about the system via malicious active content such as activex controls or java . ",gaining information is possible via malicious active content such as activex controls or java . 
swv,"multiple php remote file inclusion vulnerabilities in blog : cms 4.2.1.c allow remote attackers to execute arbitrary php code via a url in the ( 1 ) dir_plugins parameter to ( a ) index.php , and the ( 2 ) dir_libs parameter to ( b ) media.php and ( c ) xmlrpc/server.php in admin/ . ",blog : cms 4.2.1.c
swv,"in phpmyfaq before 2.9.9 , there is cross-site request forgery ( csrf ) in admin/stat.ratings.php .",phpmyfaq before 2.9.9
bug,"multiple crlf injection vulnerabilities in the universal access in ibm curam social program management ( spm ) 6.0.5.5 , when websphere application server is not used , allow remote authenticated users to inject arbitrary http headers and conduct http response splitting attacks via unspecified parameters . ",httprs is possible via unspecified parameters . 
swv,"the dashbuilder in red hat jboss bpm suite 6.3.2 does not properly handle csrf tokens generated during an active session and includes them in query strings , which makes easier for remote attackers to ( 1 ) bypass csrf protection mechanisms or ( 2 ) conduct cross-site request forgery ( csrf ) attacks by obtaining an old token . ",dashbuilder red hat jboss bpm suite 6.3.2
bug,"coresymbolicationd in coresymbolication in apple os x before 10.10.2 does not verify that expected data types are present in xpc messages , which allows attackers to execute arbitrary code in a privileged context via a crafted app , as demonstrated by lack of verification of xpc_dictionary_get_value api return values during handling of a ( 1 ) match_mmap_archives , ( 2 ) delete_mmap_archives , ( 3 ) write_mmap_archive , or ( 4 ) read_mmap_archive command . ",executing arbitrary commands is possible via a crafted app for the coresymbolication in the coresymbolicationd . 
bug,"eramba e1.0.6.033 has reflected xss on the error page of the csv file inclusion tab of the /importtool/preview uri , with a csv file polluted with malicious javascript . ",file inclusion vulnerability exists on the error page of the csv file inclusion tab of the /importtool/preview uri via a csv file polluted with malicious javascript . 
swv,the id3_field_parse function in field.c in libid3tag 0.15.1b allows remote attackers to cause a denial of service ( oom ) via a crafted mp3 file . ,libid3tag 0.15.1b
bug,"the cbautoconfig commentrepository method in adobe reader and acrobat 10.x before 10.1.16 and 11.x before 11.0.13 , acrobat and acrobat reader dc classic before 2015.006.30094 , and acrobat and acrobat reader dc continuous before 2015.009.20069 on windows and os x allows attackers to bypass javascript api execution restrictions via unspecified vectors , a different vulnerability than cve-2015-6707 , cve-2015-6708 , cve-2015-6709 , cve-2015-6710 , cve-2015-6711 , cve-2015-6712 , cve-2015-6713 , cve-2015-6714 , cve-2015-6715 , cve-2015-6716 , cve-2015-6717 , cve-2015-6718 , cve-2015-6719 , cve-2015-6720 , cve-2015-6721 , cve-2015-6722 , cve-2015-6723 , cve-2015-6724 , cve-2015-6725 , cve-2015-7614 , cve-2015-7616 , cve-2015-7619 , cve-2015-7620 , and cve-2015-7623 . ",attackers can bypass javascript execution restrictions via unspecified vectors in the cbautoconfig commentrepository method
bug,"chakracore allows an attacker to execute arbitrary code in the context of the current user , due to how the chakracore scripting engine handles objects in memory , aka scripting engine memory corruption vulnerability . this cve id is unique from cve-2017-11886 , cve-2017-11889 , cve-2017-11890 , cve-2017-11893 , cve-2017-11894 , cve-2017-11895 , cve-2017-11901 , cve-2017-11903 , cve-2017-11905 , cve-2017-11905 , cve-2017-11907 , cve-2017-11908 , cve-2017-11909 , cve-2017-11910 , cve-2017-11911 , cve-2017-11912 , cve-2017-11913 , cve-2017-11914 , cve-2017-11918 , and cve-2017-11930 .",code execution is possible in the current user context due to the object handling of the scripting engine .
sum,"an issue was discovered in certain apple products . ios before 11.1 is affected . safari before 11.0.1 is affected . icloud before 7.1 on windows is affected . itunes before 12.7.1 on windows is affected . tvos before 11.1 is affected . the issue involves the "" webkit "" component . it allows remote attackers to execute arbitrary code or cause a denial of service ( memory corruption and application crash ) via a crafted web site .","in ios before 11.1 , safari before 11.0.1 , icloud before 7.1 for windows , itunes before 12.7.1 for windows , tvos before 11.1 , memory corruption is possible in the webkit component via a crafted web site . "
swv,"an issue was discovered in certain apple products . ios before 11.1 is affected . safari before 11.0.1 is affected . icloud before 7.1 on windows is affected . itunes before 12.7.1 on windows is affected . tvos before 11.1 is affected . the issue involves the "" webkit "" component . it allows remote attackers to execute arbitrary code or cause a denial of service ( memory corruption and application crash ) via a crafted web site .",ios before 11.1 safari before 11.0.1 icloud before 7.1 for windows itunes before 12.7.1 for windows tvos before 11.1
bug,"this cve id is unique from cve-2017-8470 , cve-2017-8471 , cve-2017-8472 , cve-2017-8473 , cve-2017-8477 , and cve-2017-8484 . microsoft windows 7 sp1 , windows server 2008 sp2 and r2 sp1 , windows server 2012 and r2 , windows 10 gold , 1511 , 1607 , and 1703 , and windows server 2016 allow an authenticated attacker to run a specially crafted application when the windows kernel improperly initializes objects in memory , aka win32k information disclosure vulnerability . ",gaining information is possible via a specially crafted application . 
sum,"an issue was discovered in certain apple products . ios before 11.1 is affected . macos before 10.13.1 is affected . tvos before 11.1 is affected . watchos before 4.1 is affected . the issue involves the "" kernel "" component . it allows attackers to execute arbitrary code in a privileged context or cause a denial of service ( memory corruption ) via a crafted app .","in ios before 11.1 , macos before 10.13.1 , tvos before 11.1 , watchos before 4.1 , memory corruption is possible in the kernel component via a crafted app . "
bug,cross-site scripting ( xss ) vulnerability in ibm lotus domino 8.5.2 allows remote attackers to inject arbitrary web script or html via the panelicon parameter in an fmpgpanelheader readform action to webadmin.nsf . ,xss is possible in the fmpgpanelheader readform action of webadmin.nsf via the panelicon parameter . 
